id,group,du_health,du_heafood,du_hou_tsa,du_pollu,du_hou_bik
ID 669,Group 2,436,519,519,0,283
ID 670,Group 3,0,354,232,0,0
ID 671,Group 4,0,128,0,0,0
ID 672,Group 1,0,747,747,424,821
ID 673,Group 2,0,515,515,0,515
ID 674,Group 3,0,610,610,697,610
ID 675,Group 4,4,556,556,0,556
ID 676,Group 1,0,195,113,0,1
ID 677,Group 2,21,176,250,0,290
ID 678,Group 3,341,391,391,0,316
ID 679,Group 4,251,415,353,2,369
ID 680,Group 1,0,158,0,0,0
ID 682,Group 3,0,451,0,0,0
ID 683,Group 1,0,452,0,0,269
ID 684,Group 2,0,382,0,0,384
ID 685,Group 3,0,233,0,0,211
ID 686,Group 4,0,154,0,0,0
ID 688,Group 6,0,145,0,0,0
ID 689,Group 1,0,43,0,0,0
ID 690,Group 2,0,85,0,39,0
ID 691,Group 3,0,168,0,413,0
ID 692,Group 1,0,250,0,21,65
ID 693,Group 2,0,336,0,0,1
ID 694,Group 3,0,316,0,0,0
ID 695,Group 4,0,120,0,0,0
ID 696,Group 5,0,34,0,0,0
ID 697,Group 6,0,0,0,0,0
ID 698,Group 7,0,81,0,0,0
ID 699,Group 8,0,424,0,125,0
ID 700,Group 1,0,9,0,0,442
ID 701,Group 2,0,0,0,0,502
ID 702,Group 3,0,483,0,0,387
ID 703,Group 4,0,493,0,0,0
ID 704,Group 1,0,74,0,0,74
ID 705,Group 2,0,433,0,209,433
ID 706,Group 3,0,540,0,89,629
ID 707,Group 4,0,411,0,52,609
ID 708,Group 5,0,286,0,0,286
ID 709,Group 6,0,185,0,0,473
ID 710,Group 1,0,352,0,40,672
ID 711,Group 2,0,1,0,0,274
ID 712,Group 3,0,0,0,0,330
ID 713,Group 4,0,41,0,0,525
ID 714,Group 1,0,0,0,0,135
ID 720,Group 1,0,219,340,0,0
ID 715,Group 2,0,0,0,0,238
ID 716,Group 3,0,122,0,0,134
ID 717,Group 4,0,446,0,0,687
ID 718,Group 9,0,0,0,0,0
ID 719,Group 9,0,1,1,0,0
ID 721,Group 2,0,643,780,20,70
ID 722,Group 1,0,408,408,179,0
ID 723,Group 2,0,328,355,0,0
ID 724,Group 3,0,254,342,0,0
ID 725,Group 4,0,173,373,0,0
ID 726,Group 1,0,476,514,145,0
ID 727,Group 2,0,233,233,70,0
ID 728,Group 3,0,357,357,67,0
ID 729,Group 1,230,323,296,379,505
ID 730,Group 2,346,346,334,40,346
ID 731,Group 3,538,604,687,76,540
ID 732,Group 4,226,322,322,36,226
ID 733,Group 1,0,1013,1025,363,1340
ID 734,Group 2,0,212,212,0,212
ID 739,Group 2,0,531,550,0,0
ID 735,Group 1,0,720,720,0,0
ID 736,Group 2,0,670,670,0,0
ID 737,Group 3,0,303,303,0,0
ID 738,Group 1,0,184,372,0,0
ID 740,Group 1,4,210,210,0,30
ID 741,Group 2,530,906,1024,664,750
ID 742,Group 1,631,695,695,248,695
ID 743,Group 2,547,571,571,72,571
ID 744,Group 3,141,154,154,154,154
ID 745,Group 1,0,1224,1513,617,0
ID 747,Group 1,44,618,618,32,644
ID 748,Group 2,0,428,428,0,428
ID 750,Group 1,0,199,199,0,146
ID 746,Group 1,132,194,243,338,353
ID 749,Group 3,74,751,751,0,751
ID 751,Group 2,0,361,385,0,75
ID 752,Group 3,0,273,481,0,0
ID 753,Group 1,0,584,671,38,13
ID 754,Group 2,0,441,484,394,370
ID 755,Group 3,0,166,372,358,0
ID 756,Group 1,0,586,716,314,716
ID 757,Group 2,0,180,285,0,281
ID 758,Group 3,0,397,447,126,447
ID 759,Group 4,0,326,326,0,115
ID 765,Group 5,0,95,256,0,0
ID 760,Group 1,0,250,989,753,0
ID 761,Group 1,0,663,663,271,663
ID 762,Group 2,0,425,425,0,124
ID 763,Group 3,0,327,327,0,211
ID 764,Group 4,0,488,488,0,124
ID 766,Group 1,0,770,820,578,0
ID 767,Group 1,0,937,1345,974,171
ID 768,Group 1,168,439,447,0,383
ID 769,Group 2,0,0,340,0,24
ID 770,Group 3,0,517,517,0,2
ID 771,Group 4,0,497,497,0,96
ID 772,Group 5,0,346,346,0,0
ID 773,Group 6,0,517,755,0,0
ID 774,Group 1,386,392,392,0,392
ID 775,Group 2,159,451,584,0,306
ID 776,Group 3,4,41,286,0,112
ID 777,Group 4,253,327,328,0,328
ID 778,Group 1,369,785,785,0,785
ID 779,Group 1,0,638,638,0,638
ID 780,Group 2,0,1272,1272,0,700
ID 781,Group 1,175,377,377,0,377
ID 782,Group 2,0,218,226,0,11
ID 783,Group 1,521,529,529,0,529
ID 784,Group 2,314,314,314,0,314
ID 785,Group 3,602,602,602,0,602
ID 786,Group 4,449,535,535,0,535
ID 787,Group 1,0,0,756,0,1191
ID 788,Group 9,0,0,0,0,0
ID 789,Group 9,0,600,1033,0,1033
ID 790,Group 1,0,866,866,0,866
ID 791,Group 1,0,302,302,0,302
ID 792,Group 2,0,306,320,0,320
ID 793,Group 1,0,736,736,0,736
ID 794,Group 2,0,491,517,0,513
ID 795,Group 1,68,324,289,0,337
ID 796,Group 2,92,482,482,0,482
ID 797,Group 1,880,880,880,0,880
ID 798,Group 2,603,606,606,62,606
ID 799,Group 1,658,958,958,0,958
ID 800,Group 2,32,505,505,0,505
ID 801,Group 3,0,294,294,0,294
ID 802,Group 1,0,33,217,0,189
ID 803,Group 9,0,0,0,0,0
ID 804,Group 1,129,146,146,84,13
ID 805,Group 2,130,295,295,90,140
ID 806,Group 9,0,1,1,1,0
ID 807,Group 1,0,67,67,45,67
ID 808,Group 1,419,419,419,0,419
ID 809,Group 2,496,533,533,0,473
ID 810,Group 3,753,779,779,0,765
ID 811,Group 1,651,661,661,0,661
ID 812,Group 2,227,325,325,95,325
ID 813,Group 1,308,658,602,0,655
ID 814,Group 2,531,531,531,0,432
ID 815,Group 3,686,686,686,0,71
ID 816,Group 4,479,479,479,0,22
ID 817,Group 1,271,274,274,8,274
ID 818,Group 2,223,273,273,5,271
ID 819,Group 3,325,329,329,2,251
ID 820,Group 4,219,219,219,0,102
ID 821,Group 1,1206,1238,1239,92,1249
ID 822,Group 2,271,542,542,0,542
ID 823,Group 1,428,454,452,321,454
ID 824,Group 1,118,332,131,0,93
ID 825,Group 2,416,425,422,0,417
ID 826,Group 3,310,311,311,21,311
ID 827,Group 4,243,243,243,51,243
ID 828,Group 1,160,706,703,316,706
ID 829,Group 1,307,307,307,81,307
ID 830,Group 2,847,878,850,0,747
ID 831,Group 1,0,263,107,0,53
ID 832,Group 2,195,580,579,68,580
ID 833,Group 1,190,195,195,0,197
ID 834,Group 2,385,516,516,0,518
ID 835,Group 1,0,683,663,123,694
ID 836,Group 2,0,111,218,162,221
ID 837,Group 1,0,221,149,99,232
ID 838,Group 2,0,504,412,319,619
ID 839,Group 1,726,726,726,0,81
ID 840,Group 1,63,672,718,455,916
ID 841,Group 2,300,610,591,0,610
ID 842,Group 1,359,361,361,0,150
ID 843,Group 2,199,813,747,0,656
ID 844,Group 1,0,359,359,77,363
ID 845,Group 2,525,899,977,0,977
ID 846,Group 1,525,525,525,0,518
ID 847,Group 2,540,544,544,0,544
ID 848,Group 3,867,867,867,0,867
ID 849,Group 1,475,488,488,0,488
ID 850,Group 2,607,607,607,0,607
ID 851,Group 3,632,780,810,250,840
ID 852,Group 4,403,755,755,124,731
ID 853,Group 5,457,581,581,362,581
ID 854,Group 1,16,449,449,183,377
ID 855,Group 2,0,248,257,56,233
ID 856,Group 3,0,219,490,114,446
ID 857,Group 4,0,360,380,121,104
ID 858,Group 1,1241,1203,1243,0,1051
ID 859,Group 2,752,669,752,0,0
ID 860,Group 1,2,68,299,0,182
ID 861,Group 2,1,91,357,0,347
ID 862,Group 3,639,640,752,0,65
ID 863,Group 1,0,417,433,0,439
ID 864,Group 2,0,147,275,0,275
ID 865,Group 3,0,405,411,0,385
ID 866,Group 1,416,420,570,0,108
ID 867,Group 2,110,457,458,0,225
ID 868,Group 3,0,517,541,0,265
ID 869,Group 4,56,261,315,0,46
ID 870,Group 1,0,1030,1184,0,187
ID 871,Group 2,0,938,1038,0,139
ID 872,Group 1,166,300,300,252,177
ID 873,Group 2,26,408,408,0,0
ID 874,Group 1,184,1160,1160,0,0
ID 875,Group 2,0,280,280,0,0
ID 876,Group 3,345,493,489,0,0
ID 877,Group 1,80,411,411,0,0
ID 878,Group 2,0,331,331,0,0
ID 879,Group 3,313,1002,1002,0,0
ID 880,Group 4,0,418,418,0,0
ID 881,Group 1,432,432,432,0,0
ID 882,Group 2,284,284,284,0,0
ID 883,Group 3,244,244,244,0,0
ID 915,Group 6,0,0,817,0,817
ID 884,Group 4,162,171,171,0,0
ID 885,Group 1,356,682,682,144,682
ID 886,Group 1,991,1029,1029,0,0
ID 887,Group 2,163,187,187,0,0
ID 888,Group 3,574,574,574,0,275
ID 889,Group 4,558,577,577,0,285
ID 890,Group 1,0,750,402,33,865
ID 891,Group 2,0,450,432,73,671
ID 892,Group 1,0,154,584,139,565
ID 998,Group 4,0,8,0,0,0
ID 893,Group 2,0,343,704,0,249
ID 894,Group 1,0,868,868,0,0
ID 895,Group 2,0,235,310,0,0
ID 896,Group 3,0,153,349,0,4
ID 897,Group 1,0,340,28,241,0
ID 898,Group 2,0,665,525,131,3
ID 899,Group 1,137,409,854,0,0
ID 900,Group 2,0,117,141,0,0
ID 901,Group 1,52,52,176,0,0
ID 1012,Group 6,0,15,0,0,0
ID 902,Group 2,0,0,274,146,0
ID 903,Group 1,0,295,0,192,447
ID 904,Group 2,99,44,68,0,32
ID 905,Group 3,0,22,210,139,170
ID 906,Group 4,8,22,22,0,2
ID 907,Group 5,136,282,282,0,0
ID 908,Group 6,0,53,119,128,0
ID 909,Group 7,0,65,190,11,0
ID 910,Group 1,504,1371,2671,0,1618
ID 926,Group 2,0,0,136,0,72
ID 911,Group 2,0,0,683,0,823
ID 912,Group 3,0,0,1702,0,1784
ID 913,Group 4,0,0,222,0,380
ID 914,Group 5,0,0,644,184,1132
ID 916,Group 1,0,0,208,52,0
ID 917,Group 2,0,67,0,0,0
ID 918,Group 3,0,94,0,0,0
ID 919,Group 4,0,0,0,0,0
ID 920,Group 1,0,45,0,148,0
ID 921,Group 2,0,163,97,26,0
ID 924,Group 2,0,611,358,123,732
ID 922,Group 1,0,11,1937,649,2365
ID 923,Group 1,0,381,361,135,702
ID 925,Group 1,0,233,233,0,0
ID 927,Group 3,0,9,201,0,76
ID 928,Group 4,0,447,292,0,468
ID 929,Group 5,0,413,0,61,423
ID 930,Group 1,0,70,0,310,212
ID 931,Group 2,0,97,0,0,0
ID 932,Group 3,0,0,0,0,0
ID 933,Group 1,0,180,11,0,343
ID 937,Group 2,0,701,766,0,35
ID 934,Group 2,0,2,0,0,0
ID 935,Group 3,0,9,0,0,2
ID 936,Group 1,0,260,0,15,598
ID 949,Group 2,0,530,571,0,689
ID 938,Group 3,0,89,0,0,66
ID 939,Group 1,0,437,50,0,228
ID 940,Group 2,0,0,305,0,230
ID 1004,Group 2,694,806,0,46,695
ID 941,Group 3,0,71,0,0,285
ID 942,Group 4,0,408,447,0,516
ID 943,Group 5,0,60,500,0,500
ID 944,Group 1,0,0,403,0,539
ID 1647,Group 1,0,768,768,0,768
ID 945,Group 2,0,10,396,0,943
ID 946,Group 3,0,0,2,0,254
ID 947,Group 1,0,245,324,0,425
ID 948,Group 1,0,180,132,0,365
ID 950,Group 1,0,398,0,7,4
ID 951,Group 2,0,0,0,51,0
ID 952,Group 1,0,412,0,271,0
ID 953,Group 2,0,756,0,15,0
ID 1013,Group 1,0,120,0,0,0
ID 954,Group 3,0,62,208,0,316
ID 955,Group 4,0,49,0,11,4
ID 956,Group 1,0,0,0,245,0
ID 957,Group 2,0,0,0,0,0
ID 1010,Group 4,0,205,171,0,0
ID 958,Group 3,0,0,0,0,0
ID 959,Group 1,0,360,0,238,0
ID 960,Group 2,0,691,0,666,0
ID 961,Group 3,0,52,0,0,0
ID 962,Group 4,0,527,0,0,0
ID 963,Group 1,0,0,0,0,0
ID 964,Group 2,0,274,0,0,0
ID 965,Group 3,0,397,0,0,0
ID 966,Group 1,0,839,0,94,0
ID 967,Group 2,0,631,0,0,0
ID 968,Group 1,0,471,0,0,0
ID 969,Group 2,0,273,0,0,0
ID 970,Group 1,0,8,0,0,0
ID 971,Group 2,0,425,0,0,0
ID 972,Group 3,0,362,0,138,0
ID 973,Group 4,0,370,0,0,0
ID 1011,Group 5,0,122,15,0,0
ID 974,Group 1,0,32,0,0,0
ID 975,Group 2,0,8,0,0,0
ID 976,Group 3,0,427,0,0,0
ID 977,Group 4,0,452,0,0,0
ID 978,Group 1,0,400,0,8,0
ID 979,Group 2,0,219,0,0,0
ID 980,Group 3,0,7,0,0,0
ID 981,Group 1,0,285,0,0,0
ID 982,Group 2,0,496,0,0,240
ID 983,Group 3,0,711,0,0,126
ID 984,Group 1,0,176,0,6,0
ID 991,Group 3,0,523,0,316,0
ID 985,Group 2,0,216,0,130,0
ID 986,Group 1,0,660,0,148,0
ID 987,Group 2,0,503,0,0,0
ID 992,Group 1,0,978,0,199,0
ID 988,Group 3,0,181,0,0,0
ID 989,Group 1,0,596,0,270,0
ID 990,Group 2,0,168,0,10,0
ID 997,Group 3,0,140,0,0,0
ID 993,Group 1,0,684,0,0,636
ID 994,Group 2,0,371,0,0,448
ID 995,Group 1,0,74,0,0,0
ID 996,Group 2,0,328,0,0,0
ID 999,Group 1,294,359,0,260,0
ID 1000,Group 2,359,345,0,56,140
ID 1001,Group 1,342,385,0,0,151
ID 1002,Group 2,170,782,0,0,0
ID 1003,Group 1,32,312,0,0,111
ID 1005,Group 1,0,335,0,0,0
ID 1006,Group 2,0,730,0,0,0
ID 1007,Group 1,0,297,115,116,0
ID 1008,Group 2,0,133,0,0,0
ID 1009,Group 3,0,137,16,0,0
ID 1014,Group 2,0,277,0,170,0
ID 1015,Group 3,41,380,0,50,20
ID 1016,Group 1,0,199,319,0,0
ID 1017,Group 2,0,337,86,0,0
ID 1103,Group 1,698,1024,462,0,0
ID 1018,Group 3,0,9,146,0,0
ID 1019,Group 1,0,165,123,0,0
ID 1020,Group 2,0,297,0,0,0
ID 1021,Group 1,0,108,5,0,0
ID 1104,Group 1,245,243,64,10,0
ID 1022,Group 2,0,0,240,0,0
ID 1023,Group 3,0,0,234,0,0
ID 1024,Group 4,0,15,128,0,0
ID 1025,Group 5,0,9,41,0,0
ID 1026,Group 1,0,412,340,0,0
ID 1027,Group 2,0,542,105,12,17
ID 1028,Group 1,0,871,826,531,0
ID 1029,Group 2,0,678,92,391,0
ID 1030,Group 1,0,451,163,149,0
ID 1031,Group 2,0,577,160,385,0
ID 1032,Group 3,0,299,299,0,0
ID 1033,Group 1,0,862,734,0,0
ID 1034,Group 2,0,821,33,0,0
ID 1035,Group 3,0,330,0,0,0
ID 1036,Group 1,0,566,451,0,0
ID 1037,Group 2,0,139,279,71,0
ID 1038,Group 3,0,285,162,150,0
ID 1039,Group 1,0,917,166,0,0
ID 1040,Group 2,0,701,457,0,0
ID 1041,Group 3,140,985,997,0,0
ID 1042,Group 4,0,439,340,0,0
ID 1043,Group 1,0,215,17,27,486
ID 1049,Group 3,0,387,0,64,302
ID 1044,Group 2,0,621,472,537,110
ID 1045,Group 3,0,25,49,55,76
ID 1046,Group 4,0,635,0,519,1250
ID 1047,Group 1,0,524,0,0,403
ID 1048,Group 2,0,1580,0,0,1615
ID 1050,Group 1,0,27,0,0,371
ID 1051,Group 2,0,588,0,0,796
ID 1052,Group 3,0,633,0,0,650
ID 1053,Group 1,0,377,0,274,0
ID 1071,Group 2,629,631,0,0,0
ID 1054,Group 2,0,841,457,173,0
ID 1055,Group 3,0,492,345,16,0
ID 1056,Group 4,0,530,376,0,0
ID 1057,Group 5,0,867,278,133,0
ID 1632,Group 3,45,198,45,0,394
ID 1058,Group 1,288,534,454,385,164
ID 1059,Group 2,680,1208,1181,190,0
ID 1060,Group 3,42,249,267,0,54
ID 1061,Group 4,27,16,88,0,94
ID 1062,Group 1,0,70,0,0,419
ID 1063,Group 2,0,279,388,0,84
ID 1064,Group 3,0,243,301,42,202
ID 1065,Group 4,0,525,307,0,295
ID 1066,Group 1,0,4,0,62,0
ID 1067,Group 2,0,58,0,0,0
ID 1068,Group 3,0,317,0,62,0
ID 1069,Group 4,0,111,0,114,0
ID 1070,Group 1,227,431,0,0,0
ID 1072,Group 1,535,774,0,61,0
ID 1073,Group 2,52,126,0,35,0
ID 1074,Group 1,0,198,0,0,0
ID 1075,Group 2,0,88,0,0,0
ID 1076,Group 1,163,573,0,0,0
ID 1077,Group 2,1,116,0,0,0
ID 1096,Group 1,86,712,0,0,594
ID 1078,Group 3,0,748,0,0,0
ID 1079,Group 1,0,603,0,0,0
ID 1080,Group 2,0,103,0,0,0
ID 1097,Group 2,694,743,0,0,440
ID 1081,Group 3,0,73,0,0,0
ID 1082,Group 1,0,0,0,0,0
ID 1090,Group 1,0,106,0,0,117
ID 1083,Group 1,0,136,0,189,0
ID 1084,Group 2,0,318,0,0,0
ID 1085,Group 3,0,184,0,0,0
ID 1086,Group 2,0,13,0,8,0
ID 1087,Group 3,0,89,0,0,0
ID 1088,Group 1,0,1187,0,0,1237
ID 1089,Group 2,0,735,0,0,133
ID 1091,Group 2,0,0,0,0,10
ID 1092,Group 1,1221,1242,0,0,819
ID 1093,Group 2,568,1049,0,0,1049
ID 1094,Group 1,1108,1497,0,0,0
ID 1095,Group 2,912,846,0,0,0
ID 1098,Group 1,838,845,0,0,0
ID 1099,Group 2,588,588,0,0,0
ID 1100,Group 1,132,358,0,0,0
ID 1101,Group 2,725,837,0,0,0
ID 1102,Group 3,328,325,0,0,0
ID 1105,Group 2,1185,1293,0,0,0
ID 1106,Group 3,253,283,25,0,0
ID 1107,Group 1,0,309,309,0,0
ID 1108,Group 2,0,0,82,161,211
ID 1120,Group 1,380,653,0,211,953
ID 1109,Group 1,0,896,726,115,1084
ID 1110,Group 2,0,134,13,0,538
ID 1111,Group 3,0,191,0,51,195
ID 1112,Group 4,0,439,0,137,448
ID 1121,Group 2,519,649,0,361,589
ID 1113,Group 1,0,58,23,8,377
ID 1114,Group 2,0,253,0,117,851
ID 1115,Group 3,0,650,90,0,772
ID 1122,Group 1,221,22,0,0,24
ID 1116,Group 1,0,426,432,17,449
ID 1117,Group 2,1007,1007,201,264,120
ID 1118,Group 1,407,819,0,315,89
ID 1119,Group 2,1038,954,0,394,0
ID 1123,Group 2,146,493,0,0,608
ID 1124,Group 3,63,495,0,0,318
ID 1125,Group 1,192,45,0,116,45
ID 1126,Group 2,6,154,0,124,270
ID 1127,Group 3,449,460,0,159,460
ID 1128,Group 4,0,553,0,480,553
ID 1129,Group 5,16,515,0,176,515
ID 1130,Group 1,0,0,0,304,0
ID 1131,Group 2,0,0,0,0,0
ID 1132,Group 3,0,315,0,421,0
ID 1133,Group 4,0,920,0,240,0
ID 1134,Group 5,0,104,0,0,0
ID 1135,Group 1,0,198,0,0,74
ID 1136,Group 2,0,678,0,0,711
ID 1137,Group 3,0,234,0,0,48
ID 1138,Group 4,0,0,0,0,0
ID 1139,Group 1,0,0,0,0,947
ID 1140,Group 2,0,0,0,45,479
ID 1141,Group 3,0,0,0,561,919
ID 1142,Group 4,0,0,0,453,874
ID 1143,Group 1,0,384,0,218,1232
ID 1144,Group 1,0,1760,0,282,997
ID 1145,Group 2,0,371,0,0,0
ID 1146,Group 1,0,68,0,0,0
ID 1147,Group 1,0,166,0,0,100
ID 1148,Group 2,0,314,0,0,77
ID 1149,Group 1,0,1461,0,0,1255
ID 1163,Group 3,0,68,0,0,0
ID 1150,Group 1,0,941,0,0,1123
ID 1151,Group 2,0,0,0,0,77
ID 1152,Group 1,0,156,0,0,193
ID 1153,Group 2,0,305,0,0,306
ID 1154,Group 3,0,260,0,0,260
ID 1155,Group 1,0,1185,33,0,1328
ID 1156,Group 1,0,664,0,0,610
ID 1157,Group 1,0,365,3,3,1401
ID 1158,Group 1,0,1492,297,123,1530
ID 1159,Group 1,0,1526,0,988,44
ID 1160,Group 2,0,277,0,113,0
ID 1161,Group 1,93,887,0,93,547
ID 1162,Group 2,0,941,0,95,466
ID 1164,Group 4,0,66,0,0,0
ID 1165,Group 5,0,166,0,0,0
ID 1166,Group 1,0,0,0,34,0
ID 1174,Group 1,0,370,0,0,0
ID 1167,Group 2,0,11,0,65,0
ID 1168,Group 3,0,608,0,268,0
ID 1169,Group 4,0,0,0,0,0
ID 1170,Group 1,254,120,0,0,495
ID 1171,Group 2,672,630,0,57,795
ID 1172,Group 3,461,495,0,0,615
ID 1173,Group 4,495,658,0,152,658
ID 1175,Group 2,0,306,0,0,0
ID 1176,Group 3,0,571,0,0,0
ID 1177,Group 1,106,277,0,0,285
ID 1178,Group 2,0,368,0,0,24
ID 1179,Group 3,0,480,0,0,0
ID 1180,Group 4,104,2,0,5,0
ID 1181,Group 1,0,151,0,291,0
ID 1224,Group 1,0,0,0,0,299
ID 1182,Group 2,0,464,0,444,0
ID 1183,Group 3,170,353,0,400,0
ID 1184,Group 1,19,256,0,0,222
ID 1245,Group 3,0,170,0,2,228
ID 1185,Group 1,0,0,0,115,0
ID 1186,Group 2,0,404,0,0,0
ID 1189,Group 3,0,0,0,0,143
ID 1203,Group 2,0,631,0,0,413
ID 1187,Group 1,0,12,0,0,0
ID 1188,Group 2,0,11,0,0,0
ID 1190,Group 4,59,74,0,59,826
ID 1191,Group 1,0,0,0,0,27
ID 1193,Group 1,0,383,0,0,0
ID 1194,Group 2,0,3,0,0,0
ID 1207,Group 2,0,39,0,0,0
ID 1192,Group 2,0,7,0,0,145
ID 1208,Group 3,0,131,0,0,0
ID 1195,Group 1,0,0,0,0,0
ID 1196,Group 2,0,0,0,0,0
ID 1197,Group 3,0,172,0,0,5
ID 1202,Group 1,0,588,0,0,604
ID 1198,Group 4,262,205,0,0,18
ID 1199,Group 5,0,0,0,0,103
ID 1200,Group 6,0,186,0,0,157
ID 1201,Group 7,117,32,0,0,0
ID 1204,Group 1,0,372,0,0,0
ID 1205,Group 2,0,1,0,0,0
ID 1206,Group 1,0,836,0,0,0
ID 1209,Group 1,0,0,0,0,45
ID 1210,Group 2,0,125,0,0,90
ID 1211,Group 3,0,400,0,762,1034
ID 1212,Group 4,0,353,0,370,395
ID 1213,Group 1,0,852,0,804,92
ID 1214,Group 2,0,176,0,686,641
ID 1218,Group 4,0,151,0,0,229
ID 1215,Group 1,0,238,0,0,770
ID 1216,Group 2,0,0,0,0,149
ID 1217,Group 3,0,502,0,0,970
ID 1219,Group 5,0,375,0,0,38
ID 1220,Group 1,0,142,0,0,455
ID 1221,Group 2,0,0,0,0,181
ID 1222,Group 1,0,199,0,0,0
ID 1223,Group 9,0,58,0,0,0
ID 1225,Group 2,0,4,0,0,151
ID 1226,Group 3,0,0,0,0,42
ID 1227,Group 4,0,288,0,0,68
ID 1228,Group 5,0,329,0,0,150
ID 1290,Group 3,0,53,0,0,111
ID 1229,Group 6,0,0,0,0,505
ID 1230,Group 1,0,497,0,0,0
ID 1231,Group 2,0,342,0,0,0
ID 1232,Group 3,0,330,0,0,0
ID 1233,Group 4,0,739,0,284,338
ID 1234,Group 1,0,142,0,0,163
ID 1302,Group 4,0,335,0,0,0
ID 1235,Group 1,0,1917,0,0,1024
ID 1236,Group 2,0,0,0,0,362
ID 1237,Group 3,0,0,0,280,301
ID 1238,Group 1,0,32,0,0,103
ID 1239,Group 2,0,0,0,0,314
ID 1240,Group 3,0,377,0,615,718
ID 1241,Group 1,0,100,0,150,513
ID 1242,Group 2,0,1405,0,0,801
ID 1243,Group 1,0,162,0,11,187
ID 1244,Group 2,0,489,0,0,530
ID 1246,Group 1,0,374,0,414,811
ID 1247,Group 2,0,0,0,43,307
ID 1248,Group 3,0,4,0,0,542
ID 1249,Group 1,0,226,0,0,61
ID 1250,Group 2,0,315,0,0,0
ID 1251,Group 3,0,504,0,0,0
ID 1252,Group 1,0,500,0,500,500
ID 1253,Group 2,0,168,0,111,315
ID 1254,Group 3,0,330,0,0,391
ID 1255,Group 1,0,65,0,6,797
ID 1256,Group 2,0,22,0,47,287
ID 1257,Group 3,0,0,0,151,485
ID 1258,Group 4,0,10,0,85,342
ID 1259,Group 1,0,1925,0,237,2118
ID 1260,Group 1,0,0,0,326,2207
ID 1291,Group 4,0,63,0,0,250
ID 1261,Group 1,0,144,0,0,156
ID 1262,Group 2,0,109,0,0,106
ID 1263,Group 3,0,259,0,0,422
ID 1264,Group 1,0,79,0,0,591
ID 1265,Group 2,0,315,0,0,614
ID 1266,Group 3,0,84,0,0,269
ID 1267,Group 4,0,502,0,0,535
ID 1275,Group 2,0,0,0,0,0
ID 1268,Group 1,0,439,0,0,2270
ID 1269,Group 1,0,264,0,554,1149
ID 1276,Group 3,0,0,0,0,39
ID 1270,Group 1,0,436,0,0,151
ID 1271,Group 1,0,68,0,0,303
ID 1272,Group 1,0,0,0,0,604
ID 1273,Group 2,0,0,0,0,0
ID 1274,Group 1,0,0,0,0,0
ID 1277,Group 4,0,0,0,0,0
ID 1278,Group 1,0,584,0,0,749
ID 1279,Group 2,0,224,0,0,428
ID 1280,Group 3,0,459,0,0,451
ID 1299,Group 1,0,281,0,0,16
ID 1281,Group 4,0,132,0,0,17
ID 1282,Group 1,0,164,0,0,0
ID 1286,Group 1,0,4,0,0,0
ID 1287,Group 2,0,194,0,0,17
ID 1283,Group 2,0,446,0,0,247
ID 1284,Group 1,3,242,0,0,0
ID 1285,Group 2,0,303,0,0,327
ID 1288,Group 1,0,568,0,0,1606
ID 1289,Group 2,0,627,0,0,627
ID 1292,Group 5,0,67,0,0,0
ID 1293,Group 1,0,55,0,0,0
ID 1294,Group 2,0,69,0,0,0
ID 1295,Group 3,0,202,0,0,0
ID 1300,Group 2,0,613,0,0,0
ID 1301,Group 3,0,116,0,0,0
ID 1296,Group 4,0,32,0,0,0
ID 1297,Group 1,0,150,0,0,222
ID 1298,Group 2,0,140,0,0,132
ID 1303,Group 1,0,269,0,0,311
ID 1304,Group 2,0,281,0,0,118
ID 1305,Group 3,0,280,0,0,282
ID 1309,Group 3,0,224,277,0,293
ID 1306,Group 4,0,1125,0,0,1317
ID 1307,Group 1,0,350,38,149,551
ID 1308,Group 2,0,299,223,0,444
ID 1310,Group 1,0,22,0,196,471
ID 1311,Group 2,0,442,180,0,569
ID 1312,Group 3,0,298,0,0,1045
ID 1313,Group 4,0,252,252,0,252
ID 1314,Group 5,0,251,251,0,725
ID 1315,Group 1,0,121,0,100,0
ID 1316,Group 2,0,0,0,0,0
ID 1317,Group 3,0,442,0,166,212
ID 1318,Group 1,0,628,0,174,0
ID 1319,Group 2,0,2,0,0,0
ID 1320,Group 1,230,510,0,60,621
ID 1321,Group 2,0,606,0,0,606
ID 1322,Group 3,0,861,0,452,1158
ID 1323,Group 1,0,220,0,0,0
ID 1324,Group 2,0,218,0,0,0
ID 1325,Group 3,0,95,0,0,0
ID 1326,Group 4,0,0,0,0,0
ID 1327,Group 1,28,289,0,146,0
ID 1328,Group 2,0,103,0,0,0
ID 1329,Group 3,0,1,0,0,0
ID 1330,Group 4,0,0,0,35,14
ID 1331,Group 5,0,0,0,95,0
ID 1332,Group 1,294,176,294,0,294
ID 1333,Group 2,300,210,302,67,302
ID 1334,Group 3,507,266,251,53,506
ID 1335,Group 4,248,0,66,0,248
ID 1336,Group 1,0,137,0,40,253
ID 1337,Group 2,8,277,0,43,191
ID 1338,Group 3,190,283,0,53,0
ID 1339,Group 1,0,127,0,179,183
ID 1340,Group 2,0,181,0,91,174
ID 1341,Group 3,0,207,0,0,995
ID 1342,Group 1,12,405,87,115,420
ID 1343,Group 2,0,193,0,250,516
ID 1344,Group 1,0,538,0,0,1101
