col,var,stfid,fipsstco,tract,group,ct_bg_id,area_sqft,area_sqmi,area_acres,int_densit,rfa,mix_fl_3,nrd_06_upd,wlk_ind_06,walk_index,num_hous_h,tot_pop,urban_bg,fast_fd_ct,grocery_ct,fast_f_den,ff_dens_ac,ff_den_100,grocer_den,library_p,child_care,chld_cr_ct,park_count,elem_sch_p,bus_stop_p,lrt_cr_stp,bus_stp_ct,bus_sp_den,park_prese,park_inter,p_acreage,pk_acr_den,pk_den1000,hospital_p,du_tot2010,du_res_day,du_res_lib,du_res_par,du_res_gro,du_res_fas,du_res_ele,du_health,du_heafood,du_hou_tsa,du_pollu,du_hou_bik,per_du_day,per_du_lib,per_du_par,per_du_gro,per_du_ff,per_du_ele,per_du_hea,per_duhfoo,per_du_tsa,per_du_pol,per_dubik2,ct_minori,ct_low_inc,ct_low_mob,ct_low_com,ct_concern,ct_ma_misc,ct_mali_yr,crim_mapop,ct_violnt5,ct_vio_yr2,crm_rt_vio,ped_inv_ct,ped_dayyr2,ped_c_rate,cyc_inv_ct,cyc_dayyr2,cyc_c_rate,daypoparea,daypop_per,day_pop_bg,daypop_1x3,totpop1000,res_pop_10,pop_den_10,pop_den_mi,pop_den_ac,arter_den,traf_volum,tot_par_ct,lot_sur_ct,lot_str_ct,pk_lot_ct,vacnt_ct,per_vacant,per_lot_su,per_lot_st,per_pk_lot,road_allft,rd_walk_ft,rd_walk_10,sidewk_ft2,sidewk_rdn,side_c_per,side_none,side_parti,side_atlas,cn_transit,cn_parks,cn_he_food,cn_trails,cn_daycare,cn_health,cn_library,cn_elem_sc,cs_tis,cs_ypas,cs_pai,cs_ped_saf,cs_cyc_saf,cs_tsfy,nu_cn_indi
BU,ct_vio_yr2,,,,,,-0.017612749,-0.017612748,-0.017612749,0.130815584,0.17692748,0.407756323,0.504736446,0.416483614,0.28264442,0.177404697,0.153988603,0.025978364,0.581597298,0.517008509,0.453520261,0.453520437,0.453520259,0.335160406,0.119189977,0.151463328,0.179783052,0.126918056,0.051111113,0.302782094,0.318728242,0.403056679,0.321952225,0.097432182,0.055868843,-0.014775209,-0.02424406,-0.02424406,0.068397444,0.252691056,0.366125179,0.320696851,0.296930787,0.393663107,0.38959284,0.176897698,0.406774083,0.391462453,0.379981415,0.151006645,0.28369103,0.190057421,0.178260406,0.134015862,0.257303665,0.251749484,0.042969144,0.291689949,0.244633687,0.250807802,0.08372692,0.165587446,0.157461127,0.232487046,0.13814537,0.257325353,0.166464051,0.691158776,0.691158776,0.453244715,1,1,0.834567805,0.797158013,0.797158013,0.240058853,0.591736342,0.591736342,0.137631567,-0.017724704,0.216106737,0.169503673,0.169503674,0.153988603,0.207535553,0.208792929,0.106377021,0.106377022,0.331554896,0.395227554,0.037402522,0.522854129,0.345105923,0.534756047,0.008100291,0.03436241,0.407551029,0.434705366,0.428738363,0.036589798,0.02147698,0.035604797,0.197816501,0.040209513,0.040209512,-0.027932287,0.000443138,0.018514939,0.233060187,0.107474322,0.209051986,0.187270872,0.161048724,0.271333802,0.150533542,0.039055978,0.204229465,0.138421062,-0.681865675,-0.414954347,-0.310416505,-0.195731992,0.271810878
BV,crm_rt_vio,,,,,,-0.02396539,-0.02396539,-0.02396539,0.15641521,0.214054749,0.361860712,0.557412994,0.439871507,0.288849311,-0.079067546,-0.097165755,0.039830251,0.47401051,0.413059307,0.438369375,0.438369334,0.438369374,0.312564561,0.094945624,0.057498469,0.077833853,0.09338059,-0.029672689,0.213422433,0.324930472,0.286312485,0.324166979,0.054074819,0.023671797,-0.020872979,-0.010134621,-0.010134621,0.047874475,0.066145546,0.188046545,0.278938349,0.166594362,0.193306902,0.197823434,0.018855582,0.30074601,0.19020038,0.275452257,0.072639462,0.208527959,0.168947307,0.205153565,0.15314375,0.22140711,0.225472391,0.019612582,0.259568038,0.20651974,0.246954831,0.074034665,0.19045005,0.101936341,0.179284317,0.143151743,0.156474499,0.147295696,0.502415648,0.502415648,0.674741427,0.834567805,0.834567805,1,0.643236927,0.643236927,0.209004461,0.469361702,0.469361702,0.125857026,-0.024087113,0.034830074,0.131986331,0.131986329,-0.097165755,0.038152246,0.160696052,0.025288703,0.025288704,0.270097995,0.325409715,-0.067625129,0.552234683,0.400589262,0.569804051,-0.019098628,0.015905359,0.483500535,0.549118395,0.51257395,-0.006335111,-0.018842029,-0.015186609,0.090161587,0.078652222,0.078652238,-0.02553263,-0.033496478,0.04737786,0.235518568,0.123964927,0.179978074,0.221250526,0.143490823,0.230107296,0.177580281,0.0233142,0.230738132,0.159727935,-0.76164265,-0.325158662,-0.235814292,-0.138869556,0.264185831
BW,ped_inv_ct,,,,,,-0.012647333,-0.012647333,-0.012647333,0.199557409,0.242137853,0.472077187,0.466137341,0.472559658,0.364456403,0.168898662,0.152505854,0.065749488,0.582094571,0.572324747,0.460522565,0.460522676,0.460522564,0.390322572,0.120150542,0.163171984,0.205367876,0.095647014,0.049582356,0.340097932,0.321679883,0.472173181,0.41464791,0.065802934,0.012762443,-0.054682327,-0.054369654,-0.054369654,0.069303452,0.182851043,0.342314479,0.28977816,0.253781813,0.386181398,0.366795295,0.20430761,0.412209779,0.384043802,0.38657406,0.189245867,0.291565309,0.232689706,0.195505051,0.156961892,0.310119097,0.306946086,0.109060134,0.338113183,0.296193925,0.308600562,0.120434559,0.219258253,0.144556167,0.257446359,0.139092319,0.237389569,0.162624275,0.622836413,0.622836413,0.419341594,0.797158013,0.797158013,0.643236927,1,1,0.424457071,0.743890961,0.743890961,0.237081602,-0.012859612,0.211535205,0.227642101,0.227642102,0.152505854,0.161828032,0.247893914,0.148579734,0.148579734,0.367874915,0.474575783,-0.035757744,0.52690619,0.254930835,0.526040528,-0.020447971,-0.001972056,0.39143784,0.317277542,0.399971091,0.04507341,0.023119969,-0.010424419,0.151058604,0.098615387,0.098615375,-0.055002624,-0.026417857,0.052708644,0.2904429,0.136237756,0.257184108,0.204002168,0.186621603,0.314146713,0.1547887,0.092686337,0.280099585,0.211096037,-0.634107372,-0.523398883,-0.382196979,-0.302960534,0.338808751
BX,ped_dayyr2,,,,,,-0.012647333,-0.012647333,-0.012647333,0.199557409,0.242137853,0.472077187,0.466137341,0.472559658,0.364456403,0.168898662,0.152505854,0.065749488,0.582094571,0.572324747,0.460522565,0.460522676,0.460522564,0.390322572,0.120150542,0.163171984,0.205367876,0.095647014,0.049582356,0.340097932,0.321679883,0.472173181,0.41464791,0.065802934,0.012762443,-0.054682327,-0.054369654,-0.054369654,0.069303452,0.182851043,0.342314479,0.28977816,0.253781813,0.386181398,0.366795295,0.20430761,0.412209779,0.384043802,0.38657406,0.189245867,0.291565309,0.232689706,0.195505051,0.156961892,0.310119097,0.306946086,0.109060134,0.338113183,0.296193925,0.308600562,0.120434559,0.219258253,0.144556167,0.257446359,0.139092319,0.237389569,0.162624275,0.622836413,0.622836413,0.419341594,0.797158013,0.797158013,0.643236927,1,1,0.424457071,0.743890961,0.743890961,0.237081602,-0.012859612,0.211535205,0.227642101,0.227642102,0.152505854,0.161828032,0.247893914,0.148579734,0.148579734,0.367874915,0.474575783,-0.035757744,0.52690619,0.254930835,0.526040528,-0.020447971,-0.001972056,0.39143784,0.317277542,0.399971091,0.04507341,0.023119969,-0.010424419,0.151058604,0.098615387,0.098615375,-0.055002624,-0.026417857,0.052708644,0.2904429,0.136237756,0.257184108,0.204002168,0.186621603,0.314146713,0.1547887,0.092686337,0.280099585,0.211096037,-0.634107372,-0.523398883,-0.382196979,-0.302960534,0.338808751
BY,ped_c_rate,,,,,,-0.066784506,-0.066784506,-0.066784506,0.322016306,0.170029662,0.218072555,0.164570542,0.300017375,0.334746007,-0.077466347,-0.051210302,0.11159506,0.096309647,0.215945464,0.301115535,0.301115681,0.30111554,0.369877769,0.035397979,0.053082179,0.102095846,-0.121016152,-0.008738938,0.243044904,0.022647763,0.081660465,0.413537683,-0.107648673,-0.146702361,-0.050868945,-0.049837726,-0.049837726,-0.026858258,-0.10192354,0.098607843,0.091300355,-0.013546922,0.112923808,0.07690993,0.126885706,0.191380024,0.110983694,0.128169862,0.004500778,0.056844171,0.271025758,0.152638191,0.128153821,0.327089597,0.322682188,0.267192416,0.274408539,0.326754852,0.264714538,0.063134338,0.19099618,0.210378453,0.255545781,0.079701605,0.245467118,0.148940158,0.170053418,0.170053418,0.145540099,0.240058853,0.240058853,0.209004461,0.424457071,0.424457071,1,0.223366059,0.223366059,0.677195707,-0.066926866,-0.209059777,-0.118391295,-0.118391296,-0.051210302,-0.172597901,0.224357641,0.358951342,0.358951342,0.137690504,0.187157921,-0.195283721,0.06974254,0.002543789,0.065306785,-0.082142816,-0.055802795,0.080952304,0.009796777,0.076137183,-0.107706331,-0.109206414,-0.132779436,-0.121849777,0.166629257,0.166629221,-0.067320022,-0.110811425,0.121827504,0.244406001,0.10403095,0.281648246,0.121671382,0.217010785,0.247288379,0.133965142,0.231546948,0.278079069,0.272164382,-0.209308731,-0.519723462,-0.360921412,-0.386658842,0.34180091
BZ,cyc_inv_ct,,,,,,-0.000729821,-0.00072982,-0.000729821,0.094548475,0.235440775,0.399244559,0.263329799,0.340204147,0.275176998,0.199978855,0.147879616,0.025608328,0.57075321,0.507749766,0.310234364,0.310234399,0.310234364,0.232895331,0.086765535,0.126378112,0.187763539,0.191866133,0.007840612,0.282651106,0.240553715,0.474072325,0.255550868,0.132258266,0.09916475,-0.040680096,-0.036217243,-0.036217243,0.045535873,0.200912946,0.294288345,0.191529009,0.258998781,0.331203961,0.3337986,0.133896333,0.306968157,0.330018899,0.268119432,0.152559965,0.276594556,0.149926093,0.120641912,0.144113102,0.213689672,0.223676714,-0.004528704,0.237264246,0.205734733,0.174339897,0.057767557,0.197864696,0.033817072,0.11168407,0.050069944,0.047400733,0.054228145,0.561688436,0.561688436,0.368735338,0.591736342,0.591736342,0.469361702,0.743890961,0.743890961,0.223366059,1,1,0.361780817,-0.000836055,0.246649006,0.305120726,0.305120727,0.147879616,0.175098258,0.100433625,0.029677512,0.029677512,0.297895869,0.384324667,0.034344105,0.438711468,0.127382834,0.42623509,-0.008693038,0.000618552,0.264855689,0.138349032,0.261632087,0.074254296,0.05156756,0.040116053,0.215073499,-0.002415462,-0.002415484,-0.050920502,0.040107131,-0.00158816,0.153973248,0.121956811,0.176757245,0.221532886,0.121635386,0.217606996,0.091642156,-0.010125151,0.165486734,0.121221763,-0.506708556,-0.406511405,-0.376094247,-0.276609525,0.218119633
CA,cyc_dayyr2,,,,,,-0.000729821,-0.00072982,-0.000729821,0.094548475,0.235440775,0.399244559,0.263329799,0.340204147,0.275176998,0.199978855,0.147879616,0.025608328,0.57075321,0.507749766,0.310234364,0.310234399,0.310234364,0.232895331,0.086765535,0.126378112,0.187763539,0.191866133,0.007840612,0.282651106,0.240553715,0.474072325,0.255550868,0.132258266,0.09916475,-0.040680096,-0.036217243,-0.036217243,0.045535873,0.200912946,0.294288345,0.191529009,0.258998781,0.331203961,0.3337986,0.133896333,0.306968157,0.330018899,0.268119432,0.152559965,0.276594556,0.149926093,0.120641912,0.144113102,0.213689672,0.223676714,-0.004528704,0.237264246,0.205734733,0.174339897,0.057767557,0.197864696,0.033817072,0.11168407,0.050069944,0.047400733,0.054228145,0.561688436,0.561688436,0.368735338,0.591736342,0.591736342,0.469361702,0.743890961,0.743890961,0.223366059,1,1,0.361780817,-0.000836055,0.246649006,0.305120726,0.305120727,0.147879616,0.175098258,0.100433625,0.029677512,0.029677512,0.297895869,0.384324667,0.034344105,0.438711468,0.127382834,0.42623509,-0.008693038,0.000618552,0.264855689,0.138349032,0.261632087,0.074254296,0.05156756,0.040116053,0.215073499,-0.002415462,-0.002415484,-0.050920502,0.040107131,-0.00158816,0.153973248,0.121956811,0.176757245,0.221532886,0.121635386,0.217606996,0.091642156,-0.010125151,0.165486734,0.121221763,-0.506708556,-0.406511405,-0.376094247,-0.276609525,0.218119633
CB,cyc_c_rate,,,,,,-0.054766709,-0.054766709,-0.054766709,0.252783102,0.169791485,0.135295168,0.089934379,0.222840996,0.245303601,-0.055022687,-0.058872998,0.0719066,0.066674954,0.147233451,0.214184414,0.214184421,0.214184416,0.242395993,0.038673871,0.030174397,0.073246643,-0.095546942,-0.021322096,0.183425454,-0.020618578,0.054851456,0.324272982,-0.090856455,-0.09461367,-0.016787171,-0.016047757,-0.016047757,-0.036523031,-0.085239689,0.078724381,0.061261607,-0.023286446,0.077134267,0.051626375,0.075666534,0.129536354,0.075794735,0.044997111,-0.026402054,0.055529118,0.215138786,0.116279738,0.085845582,0.229730874,0.232419317,0.154134782,0.177400467,0.231933438,0.122019701,-0.004076171,0.167562302,0.082296563,0.086884617,-0.003111416,0.060980294,0.032275723,0.116576183,0.116576183,0.107951066,0.137631567,0.137631567,0.125857026,0.237081602,0.237081602,0.677195707,0.361780817,0.361780817,1,-0.054907965,-0.225179214,-0.117012522,-0.117012521,-0.058872998,-0.18767094,0.087846636,0.243454461,0.243454461,0.114386094,0.152721615,-0.14755844,0.044973841,-0.004852447,0.041214156,-0.071020361,-0.05636787,0.038190748,-0.008970668,0.034316806,-0.087338739,-0.086315139,-0.103554263,-0.100977643,0.093210142,0.093210111,-0.056852127,-0.069430129,0.081514688,0.106228817,0.063914661,0.197789732,0.138544595,0.173662791,0.162541908,0.099578996,0.131817399,0.17106594,0.181040522,-0.149651756,-0.381783774,-0.489473916,-0.377242767,0.2268956
CC,daypoparea,,,,,,0.99992394,0.99992394,0.99992394,-0.181530051,-0.093547015,-0.051488882,-0.076254306,-0.133423459,-0.140926474,0.146594027,0.260327989,-0.390197681,0.004792862,0.071309094,-0.044792112,-0.044792383,-0.044792112,-0.049867782,0.100656119,0.073069348,0.049977417,0.191519846,0.08388874,-0.080252219,-0.011575896,0.165986131,-0.080753432,0.111777663,0.115296791,0.534233942,0.481477688,0.481477688,-0.008610546,0.176256599,-0.038903694,-0.036353931,0.043934035,-0.037986373,-0.03936151,-0.076060328,-0.045225437,-0.0387672,-0.073985932,0.09888813,0.009722305,-0.164447522,-0.053637899,-0.126131756,-0.153783388,-0.188582534,-0.129678439,-0.056162272,-0.156718673,-0.114314907,-0.028969795,-0.097990716,-0.024000375,-0.045726925,0.086088101,0.010264055,0.002815877,-0.043543284,-0.043543284,-0.039940883,-0.017724704,-0.017724704,-0.024087113,-0.012859612,-0.012859612,-0.066926866,-0.000836055,-0.000836055,-0.054907965,1,0.100497522,0.247224109,0.247224108,0.260327989,0.247941133,-0.149510818,-0.141958833,-0.141958833,-0.113889057,-0.150168208,0.311005773,-0.012242679,-0.007326851,-0.012416956,0.642111492,0.512725791,-0.021567874,-0.009274041,-0.021070523,0.811742169,0.82107934,0.771384121,-0.034107452,-0.225815049,-0.22581506,0.53182045,0.121329937,-0.370088031,-0.108430364,-0.112116828,-0.148138332,-0.052664838,-0.154063778,-0.049537988,-0.04811933,-0.112912528,-0.195492808,-0.209305632,-0.04721075,0.047549318,0.098136497,0.005947895,-0.17757682
CD,daypop_per,,,,,,0.100142987,0.100142987,0.100142987,-0.269019838,-0.104182843,0.049653301,-0.04676488,-0.124935205,-0.152457465,0.464742204,0.468482174,-0.20091032,0.23364747,0.170010852,-0.082273448,-0.082273193,-0.082273449,-0.094464904,0.015816321,0.172770684,0.177348695,0.353622773,0.209582187,0.146200173,0.145639519,0.308415545,-0.144657052,0.335007661,0.294274035,0.055222894,0.03006627,0.03006627,0.056280419,0.477985356,0.257471359,0.025352408,0.324276511,0.228423263,0.272055062,0.195892567,0.058028718,0.232821218,0.154446743,0.216714918,0.215412271,-0.16571632,-0.12828639,-0.114931466,-0.166258227,-0.193818432,-0.151680765,-0.054178466,-0.168397419,-0.07867797,0.054946133,-0.078229092,-0.027380039,0.023487943,0.007087652,0.010924258,-0.024240665,0.32964562,0.32964562,0.033590796,0.216106737,0.216106737,0.034830074,0.211535205,0.211535205,-0.209059777,0.246649006,0.246649006,-0.225179214,0.100497522,1,0.346630774,0.346630774,0.468482174,0.642731502,-0.079154929,-0.293156175,-0.293156175,0.085319312,0.070854547,0.462955611,0.117407409,0.068684263,0.118859851,0.147459155,0.142793257,0.02433096,0.007036485,0.023366286,0.256417839,0.245648875,0.265883697,0.474003202,-0.170151714,-0.170151738,0.016762478,0.275267978,-0.239159445,-0.082734022,-0.105986646,-0.160962447,-0.059914259,-0.150791986,-0.053936277,-0.127691929,-0.148433744,-0.145932242,-0.186019646,-0.11834007,-0.05190544,-0.003868448,0.00358587,-0.188200154
CE,day_pop_bg,,,,,,0.246717597,0.246717597,0.246717597,-0.182487578,-0.005052779,0.136084555,0.061284024,0.002835235,-0.037166674,0.24527775,0.470124915,-0.135304023,0.309425362,0.16119379,0.012029493,0.012029431,0.01202949,-0.035096586,0.026468768,0.047788595,0.081429078,0.285031663,0.037664463,0.075778474,0.160609407,0.557717174,-0.045511332,0.154174454,0.154719099,0.110370241,0.125438507,0.125438507,0.084912499,0.29729338,0.112084818,0.019834601,0.227791291,0.124040553,0.154445585,-0.02332046,0.023564707,0.124351921,0.074985923,0.260391232,0.182318742,-0.135276491,-0.04703018,-0.049977003,-0.111014141,-0.112377232,-0.16270977,-0.026175952,-0.11468145,-0.040356833,0.039351998,-0.029292771,-0.1099919,0.021297753,0.014543557,-0.091852887,-0.03828666,0.17527916,0.17527916,0.106095544,0.169503673,0.169503673,0.131986331,0.227642101,0.227642101,-0.118391295,0.305120726,0.305120726,-0.117012522,0.247224109,0.346630774,1,1,0.470124915,0.469223369,-0.132741399,-0.171973385,-0.171973384,0.04623491,0.053709427,0.120367255,0.19334848,0.071554503,0.189984831,0.079440836,0.117431837,0.128259543,0.075958488,0.127754864,0.479464223,0.459533478,0.194090431,0.188210011,-0.136580387,-0.13658041,0.065581831,0.182463576,-0.152504417,-0.048578185,-0.017761239,-0.107015908,0.016874675,-0.128337069,-0.020922542,-0.043855267,-0.141227506,-0.091945503,-0.136727977,-0.148492102,-0.052457755,-0.005298872,-0.004715303,-0.116846018
CF,daypop_1x3,,,,,,0.246717596,0.246717597,0.246717596,-0.182487579,-0.005052779,0.136084555,0.061284023,0.002835234,-0.037166674,0.245277751,0.470124917,-0.135304022,0.309425361,0.161193789,0.012029492,0.01202943,0.01202949,-0.035096587,0.026468767,0.047788594,0.081429077,0.285031662,0.037664463,0.075778475,0.160609405,0.557717176,-0.045511332,0.154174454,0.154719099,0.110370241,0.125438507,0.125438507,0.0849125,0.297293382,0.11208482,0.0198346,0.227791292,0.124040555,0.154445588,-0.023320461,0.023564707,0.124351922,0.074985923,0.260391234,0.182318742,-0.13527649,-0.04703018,-0.049977002,-0.111014142,-0.112377231,-0.162709771,-0.026175953,-0.11468145,-0.040356834,0.039352,-0.029292771,-0.1099919,0.021297751,0.014543555,-0.091852888,-0.038286661,0.175279161,0.175279161,0.106095543,0.169503674,0.169503674,0.131986329,0.227642102,0.227642102,-0.118391296,0.305120727,0.305120727,-0.117012521,0.247224108,0.346630774,1,1,0.470124917,0.469223371,-0.1327414,-0.171973385,-0.171973385,0.046234909,0.053709428,0.120367256,0.19334848,0.071554504,0.189984831,0.079440837,0.117431837,0.128259542,0.075958488,0.127754864,0.479464223,0.459533478,0.19409043,0.188210013,-0.136580386,-0.136580408,0.06558183,0.182463575,-0.152504415,-0.048578186,-0.017761239,-0.107015908,0.016874677,-0.128337069,-0.020922542,-0.043855267,-0.141227508,-0.091945502,-0.136727977,-0.148492102,-0.052457754,-0.005298872,-0.004715303,-0.116846019
CG,totpop1000,,,,,,0.259833318,0.259833319,0.259833317,-0.170296097,-0.092622004,-0.008754124,-0.071456232,-0.117252261,-0.119104041,0.820318284,1,-0.054914888,0.109360377,0.072483029,-0.050907322,-0.050907141,-0.050907325,-0.049797855,0.023402594,0.181958435,0.164608024,0.263495201,0.218086163,0.130885722,0.023830644,0.47206407,-0.088706321,0.201930404,0.172639177,0.027395898,-0.019750895,-0.019750895,0.041103888,0.683146481,0.408216737,0.069028441,0.468934972,0.383149149,0.433054551,0.31331047,0.067777238,0.387695868,0.157631803,0.385813546,0.308167116,-0.078630835,-0.082913255,-0.060387865,-0.086771531,-0.089747726,-0.052946459,-0.03163944,-0.083988566,-0.084692975,0.033416504,-0.068133683,0.000267113,0.010452742,-0.078002013,0.032872117,-0.063892512,0.260752182,0.260752182,-0.112568307,0.153988603,0.153988603,-0.097165755,0.152505854,0.152505854,-0.051210302,0.147879616,0.147879616,-0.058872998,0.260327989,0.468482174,0.470124915,0.470124917,1,0.767764994,-0.037975337,-0.005188303,-0.005188303,0.058219631,0.042331373,0.371118957,-0.039597212,0.0125328,-0.035142911,0.085014925,0.026491931,-0.064584078,-0.018478953,-0.061999477,0.542186061,0.533085049,0.196331317,0.355372249,-0.104501124,-0.104501139,-0.017744843,0.181061351,-0.096821382,-0.090012792,-0.040971672,-0.081168624,-0.050158137,-0.08054763,-0.022691014,-0.078857637,-0.050046259,-0.114892155,-0.103284951,0.028431079,-0.068582908,-0.048744776,-0.046920221,-0.107887041
CH,res_pop_10,,,,,,0.247659417,0.247659417,0.247659417,-0.252120124,-0.098974426,-0.005963013,-0.031779175,-0.133653639,-0.169484869,0.648498955,0.767764994,-0.225428188,0.186825607,0.108167814,-0.058945191,-0.058945153,-0.058945195,-0.084821364,0.027269421,0.175972023,0.164545263,0.471358794,0.237538557,0.127225227,0.073770443,0.452788147,-0.133448764,0.290312222,0.243180177,0.040253866,-0.001410681,-0.00141068,0.065824665,0.79362936,0.37279963,0.068983063,0.570512046,0.3241985,0.431143536,0.284652479,0.040959743,0.32989188,0.17486932,0.36966131,0.369088939,-0.163232523,-0.101775447,-0.086382457,-0.176991917,-0.172509061,-0.133766271,-0.060305622,-0.177033857,-0.107113467,0.030560211,-0.06590477,-0.019148921,-0.015131451,-0.061057663,-0.020746005,-0.058762485,0.350182637,0.350182637,0.070202265,0.207535553,0.207535553,0.038152246,0.161828032,0.161828032,-0.172597901,0.175098258,0.175098258,-0.18767094,0.247941133,0.642731502,0.469223369,0.469223371,0.767764994,1,-0.05598532,-0.231701534,-0.231701534,0.068609526,0.046009673,0.579660629,0.085447059,0.061278766,0.08806802,0.193882353,0.107763101,0.000655296,0.023714363,0.00340254,0.542840637,0.535201326,0.309136199,0.586496707,-0.1584125,-0.158412501,-0.015204293,0.345480567,-0.261349421,-0.117153482,-0.067684733,-0.176529187,-0.038147606,-0.16121862,-0.055227191,-0.102712292,-0.133841049,-0.147917974,-0.160530144,-0.107152889,-0.044442193,0.003360464,-0.011559645,-0.185668849
CI,pop_den_10,,,,,,-0.149300758,-0.149300758,-0.149300758,0.653911769,0.36962613,0.187875667,0.458415286,0.568172051,0.597363603,-0.022999514,-0.037975337,0.28832244,-0.014482625,0.072926334,0.282175832,0.282175865,0.282175831,0.393569844,-0.017430628,-0.0202335,-0.024556039,-0.182528293,-0.072758447,0.144591886,-0.015528287,-0.061781117,0.384129189,-0.160491844,-0.212426057,-0.159218671,-0.13819752,-0.13819752,-0.005723661,-0.070220997,0.301447213,0.20343052,0.143062027,0.313864759,0.259681588,0.295663585,0.324695146,0.307452406,0.384836669,0.008966694,0.149520878,0.49916052,0.226845256,0.347042916,0.514313148,0.512464864,0.452833604,0.395215029,0.507983495,0.522349711,0.060874789,0.272456331,0.414891813,0.47961593,0.163640143,0.447278966,0.315759525,0.126516102,0.126516102,0.086294555,0.208792929,0.208792929,0.160696052,0.247893914,0.247893914,0.224357641,0.100433625,0.100433625,0.087846636,-0.149510818,-0.079154929,-0.132741399,-0.1327414,-0.037975337,-0.05598532,1,0.775666349,0.775666349,0.173842653,0.223105681,-0.363744082,0.104157536,0.059903031,0.105303415,-0.216337508,-0.264032782,0.161467966,0.100171081,0.161368287,-0.256886062,-0.254425668,-0.310665608,-0.181078108,0.459367421,0.459367392,-0.173304052,-0.281585189,0.311265644,0.488160429,0.276769609,0.430210019,0.117016489,0.423743066,0.355295958,0.194726477,0.417416523,0.560089986,0.553353,-0.133895571,-0.073572455,-0.094228204,-0.074376774,0.597764958
CJ,pop_den_mi,,,,,,-0.141662298,-0.141662298,-0.141662298,0.619658837,0.314426213,0.117884824,0.340841888,0.474841244,0.533606981,-0.012091102,-0.005188303,0.275986142,-0.074359352,0.030200295,0.246512545,0.246512675,0.246512545,0.38232882,-0.043923727,-0.059633489,-0.05972486,-0.244646242,-0.132454365,0.093874966,-0.07818077,-0.105257993,0.383664876,-0.242154364,-0.249500234,-0.145723577,-0.127283118,-0.127283118,-0.035923404,-0.109630438,0.255306713,0.156928161,0.10132105,0.275110292,0.220516605,0.297424558,0.282135691,0.272295562,0.311690267,-0.024153262,0.10509616,0.46955744,0.194860549,0.341385124,0.507104552,0.501426306,0.451823161,0.338515976,0.511176054,0.454991045,0.02288027,0.242360835,0.381213392,0.39951994,0.115457672,0.37892186,0.270476785,0.05046284,0.05046284,-0.024976924,0.106377021,0.106377021,0.025288703,0.148579734,0.148579734,0.358951342,0.029677512,0.029677512,0.243454461,-0.141958833,-0.293156175,-0.171973385,-0.171973385,-0.005188303,-0.231701534,0.775666349,1,1,0.083535402,0.118444369,-0.399633455,-0.003251383,-0.007840364,-0.004114067,-0.213121298,-0.267561671,0.061802713,0.005430446,0.057885003,-0.25912764,-0.254308541,-0.312444145,-0.247747698,0.432686036,0.432686006,-0.160460788,-0.269569012,0.297679849,0.423926086,0.276101527,0.435842923,0.114125865,0.391878834,0.311147525,0.177733248,0.409143476,0.504606374,0.530436602,0.01432866,-0.058611437,-0.090331645,-0.109451793,0.558892148
CK,pop_den_ac,,,,,,-0.141662298,-0.141662298,-0.141662298,0.619658837,0.314426214,0.117884825,0.340841889,0.474841244,0.533606981,-0.012091102,-0.005188303,0.275986142,-0.074359352,0.030200296,0.246512546,0.246512676,0.246512546,0.38232882,-0.043923728,-0.059633489,-0.059724859,-0.244646242,-0.132454365,0.093874965,-0.07818077,-0.105257993,0.383664876,-0.242154364,-0.249500234,-0.145723578,-0.127283119,-0.127283119,-0.035923405,-0.109630438,0.255306713,0.156928161,0.10132105,0.275110292,0.220516604,0.297424558,0.282135692,0.272295562,0.311690268,-0.024153262,0.10509616,0.469557441,0.194860549,0.341385125,0.507104553,0.501426306,0.451823161,0.338515978,0.511176054,0.454991045,0.022880269,0.242360835,0.381213391,0.399519941,0.115457674,0.37892186,0.270476785,0.05046284,0.05046284,-0.024976923,0.106377022,0.106377022,0.025288704,0.148579734,0.148579734,0.358951342,0.029677512,0.029677512,0.243454461,-0.141958833,-0.293156175,-0.171973384,-0.171973385,-0.005188303,-0.231701534,0.775666349,1,1,0.083535401,0.118444369,-0.399633455,-0.003251382,-0.007840363,-0.004114065,-0.213121298,-0.267561671,0.061802713,0.005430447,0.057885004,-0.25912764,-0.254308541,-0.312444145,-0.247747698,0.432686036,0.432686006,-0.160460788,-0.269569011,0.297679849,0.423926086,0.276101528,0.435842923,0.114125864,0.391878835,0.311147526,0.177733248,0.409143477,0.504606375,0.530436602,0.014328659,-0.058611437,-0.090331644,-0.109451794,0.558892149
